A,1000,1124045
A,1000,1124045
A,1000,1124045
A,2000,181315
A,2000,181315
A,2000,181315
A,3000,158856
A,3000,158856
A,3000,158856
B,1000,1193637
B,1000,1193637
B,1000,1193637
B,2000,1102570
B,2000,1102570
B,2000,1102570
B,3000,168238
B,3000,168260
B,3000,168260
C,1000,1193637
C,1000,1193637
C,1000,1193637
C,2000,198137
C,2000,198137
C,2000,198137
C,3000,168260
C,3000,168260
C,3000,168260
D,1000,110199091
D,1000,110199091
D,1000,110199091
D,2000,111277861
D,2000,111277361
D,2000,111271614
D,3000,111141072
D,3000,111128581
D,3000,111141453
A,1000,4193050
A,1000,4192683
A,1000,4177383
A,2000,4102062
A,2000,489403
A,2000,493430
A,3000,469627
A,3000,467556
A,3000,467688
B,1000,4200184
B,1000,4200692
B,1000,4200421
B,2000,4109350
B,2000,4109401
B,2000,4109442
B,3000,477306
B,3000,475116
B,3000,477323
C,1000,4200396
C,1000,4200766
C,1000,4184415
C,2000,4109526
C,2000,4109603
C,2000,4109771
C,3000,477513
C,3000,477513
C,3000,477509
D,1000,436650262
D,1000,436700671
D,1000,436588228
D,2000,436712371
D,2000,436710924
D,2000,434952647
D,3000,436988866
D,3000,437062634
D,3000,436989231
A,1000,16181457
A,1000,16197386
A,1000,16156183
A,2000,16106493
A,2000,16101839
A,2000,16101839
A,3000,1674305
A,3000,1674359
A,3000,1672161
B,1000,16225329
B,1000,16224460
B,1000,16224447
B,2000,16135356
B,2000,16135366
B,2000,16135772
B,3000,16103732
B,3000,16104470
B,3000,16103725
C,1000,16225833
C,1000,16247896
C,1000,16225992
C,2000,16136600
C,2000,16137038
C,2000,16136775
C,3000,16104862
C,3000,16105117
C,3000,16105021
D,1000,1660191791
D,1000,1660885579
D,1000,1661445852
D,2000,1660707816
D,2000,1658985660
D,2000,1660798946
D,3000,1661039965
D,3000,1662405216
D,3000,1662459070
