A@1,1000,40000
A@1,1000,40000
A@1,1000,40000
A@1,2000,23322
A@1,2000,23322
A@1,2000,23322
A@1,3000,17414
A@1,3000,17414
A@1,3000,17414
B@1,1000,57728
B@1,1000,57728
B@1,1000,57728
B@1,2000,41647
B@1,2000,41647
B@1,2000,41647
B@1,3000,35795
B@1,3000,35795
B@1,3000,35795
C@1,1000,58182
C@1,1000,58182
C@1,1000,58182
C@1,2000,42123
C@1,2000,42123
C@1,2000,42123
C@1,3000,36440
C@1,3000,36278
C@1,3000,36440
D@1,1000,4448501
D@1,1000,4448501
D@1,1000,4448501
D@1,2000,4442529
D@1,2000,4443528
D@1,2000,4442279
D@1,3000,4422359
D@1,3000,4434188
D@1,3000,4433855
A@4,1000,50259
A@4,1000,49227
A@4,1000,49770
A@4,2000,33364
A@4,2000,33101
A@4,2000,33154
A@4,3000,27461
A@4,3000,27285
A@4,3000,27319
B@4,1000,115150
B@4,1000,115651
B@4,1000,126488
B@4,2000,106922
B@4,2000,106970
B@4,2000,106922
B@4,3000,97585
B@4,3000,100410
B@4,3000,97160
C@4,1000,117106
C@4,1000,117344
C@4,1000,117140
C@4,2000,103908
C@4,2000,104102
C@4,2000,104031
C@4,3000,99177
C@4,3000,99113
C@4,3000,99461
D@4,1000,20271699
D@4,1000,20239745
D@4,1000,20208021
D@4,2000,20283685
D@4,2000,20258991
D@4,2000,20294106
D@4,3000,20221003
D@4,3000,20197319
D@4,3000,20268899
A@16,1000,83376
A@16,1000,83800
A@16,1000,83495
A@16,2000,68975
A@16,2000,67318
A@16,2000,68580
A@16,3000,62985
A@16,3000,64735
A@16,3000,62970
B@16,1000,338161
B@16,1000,337246
B@16,1000,343767
B@16,2000,356880
B@16,2000,357488
B@16,2000,358479
B@16,3000,351870
B@16,3000,338589
B@16,3000,351725
C@16,1000,348980
C@16,1000,374022
C@16,1000,348302
C@16,2000,358569
C@16,2000,348267
C@16,2000,344336
C@16,3000,358976
C@16,3000,357349
C@16,3000,359738
D@16,1000,4265155
D@16,1000,4045143
D@16,1000,3961150
D@16,2000,4176327
D@16,2000,4129460
D@16,2000,4150595
D@16,3000,4236436
D@16,3000,4065680
D@16,3000,4026235
