A@1,1000,100450
A@1,1000,100450
A@1,1000,100450
A@1,2000,67144
A@1,2000,67144
A@1,2000,67144
A@1,3000,49244
A@1,3000,49244
A@1,3000,49244
B@1,1000,184091
B@1,1000,184091
B@1,1000,184091
B@1,2000,97573
B@1,2000,97573
B@1,2000,97573
B@1,3000,64823
B@1,3000,64823
B@1,3000,64823
C@1,1000,169167
C@1,1000,169167
C@1,1000,156154
C@1,2000,97573
C@1,2000,97573
C@1,2000,97573
C@1,3000,66914
C@1,3000,66914
C@1,3000,66914
D@1,1000,7718001
D@1,1000,7622001
D@1,1000,7637001
D@1,2000,5924580
D@1,2000,5924580
D@1,2000,5924580
D@1,3000,6781645
D@1,3000,6765823
D@1,3000,6772985
A@4,1000,183500
A@4,1000,144482
A@4,1000,126705
A@4,2000,70618
A@4,2000,96927
A@4,2000,96678
A@4,3000,60332
A@4,3000,66180
A@4,3000,64188
B@4,1000,190030
B@4,1000,190074
B@4,1000,189948
B@4,2000,103648
B@4,2000,103589
B@4,2000,103582
B@4,3000,73211
B@4,3000,73056
B@4,3000,73027
C@4,1000,189900
C@4,1000,190450
C@4,1000,190020
C@4,2000,99525
C@4,2000,104038
C@4,2000,103803
C@4,3000,73182
C@4,3000,73340
C@4,3000,73254
D@4,1000,22298400
D@4,1000,22118596
D@4,1000,22287989
D@4,2000,19980846
D@4,2000,19962858
D@4,2000,20042104
D@4,3000,16510608
D@4,3000,16489078
D@4,3000,16441449
A@16,1000,187094
A@16,1000,187256
A@16,1000,187540
A@16,2000,100953
A@16,2000,101132
A@16,2000,100871
A@16,3000,66597
A@16,3000,70369
A@16,3000,70535
B@16,1000,214132
B@16,1000,212308
B@16,1000,212590
B@16,2000,127567
B@16,2000,127277
B@16,2000,127294
B@16,3000,97201
B@16,3000,97266
B@16,3000,97384
C@16,1000,214706
C@16,1000,213410
C@16,1000,213560
C@16,2000,128280
C@16,2000,128014
C@16,2000,128438
C@16,3000,97960
C@16,3000,98206
C@16,3000,98358
D@16,1000,24564089
D@16,1000,23818972
D@16,1000,24114724
D@16,2000,27262865
D@16,2000,29707127
D@16,2000,26323277
D@16,3000,30108879
D@16,3000,29990609
D@16,3000,30120956
