A@1,1000,234231
A@1,1000,234231
A@1,1000,234231
A@1,2000,127239
A@1,2000,127239
A@1,2000,127239
A@1,3000,87521
A@1,3000,87521
A@1,3000,87521
B@1,1000,280000
B@1,1000,280000
B@1,1000,280000
B@1,2000,148739
B@1,2000,148739
B@1,2000,148739
B@1,3000,102225
B@1,3000,102225
B@1,3000,102225
C@1,1000,280000
C@1,1000,280000
C@1,1000,280000
C@1,2000,148739
C@1,2000,148739
C@1,2000,148739
C@1,3000,102225
C@1,3000,102225
C@1,3000,102225
D@1,1000,11894501
D@1,1000,11887001
D@1,1000,11891001
D@1,2000,11854323
D@1,2000,11852574
D@1,2000,11853823
D@1,3000,11840720
D@1,3000,11832056
D@1,3000,11823725
A@4,1000,279504
A@4,1000,255547
A@4,1000,236281
A@4,2000,135472
A@4,2000,147304
A@4,2000,147974
A@4,3000,100824
A@4,3000,98107
A@4,3000,101238
B@4,1000,290987
B@4,1000,291638
B@4,1000,291245
B@4,2000,159287
B@4,2000,159599
B@4,2000,167632
B@4,3000,112831
B@4,3000,112789
B@4,3000,112679
C@4,1000,291909
C@4,1000,291220
C@4,1000,291059
C@4,2000,159949
C@4,2000,160010
C@4,2000,160246
C@4,3000,113176
C@4,3000,112807
C@4,3000,113133
D@4,1000,37909288
D@4,1000,37956522
D@4,1000,38022389
D@4,2000,37986352
D@4,2000,38031264
D@4,2000,37814855
D@4,3000,38056393
D@4,3000,37940869
D@4,3000,38026331
A@16,1000,286521
A@16,1000,286510
A@16,1000,286920
A@16,2000,155500
A@16,2000,155441
A@16,2000,155108
A@16,3000,108675
A@16,3000,108735
A@16,3000,108780
B@16,1000,328258
B@16,1000,328526
B@16,1000,328596
B@16,2000,196179
B@16,2000,205440
B@16,2000,195329
B@16,3000,147237
B@16,3000,146920
B@16,3000,147145
C@16,1000,329604
C@16,1000,330238
C@16,1000,330791
C@16,2000,197420
C@16,2000,197351
C@16,2000,197456
C@16,3000,148357
C@16,3000,148488
C@16,3000,148366
D@16,1000,60321451
D@16,1000,63321399
D@16,1000,62003099
D@16,2000,63539534
D@16,2000,62180755
D@16,2000,61490414
D@16,3000,62574243
D@16,3000,62912500
D@16,3000,63007125
