A@one,1000,513182
A@one,1000,514091
A@one,1000,565501
A@one,2000,370300
A@one,2000,388556
A@one,2000,370300
A@one,3000,300871
A@one,3000,310730
A@one,3000,300871
B@one,1000,1026819
B@one,1000,1027728
B@one,1000,1131001
B@one,2000,745627
B@one,2000,711328
B@one,2000,711804
B@one,3000,576141
B@one,3000,558046
B@one,3000,576474
C@one,1000,1045910
C@one,1000,1045910
C@one,1000,1150501
C@one,2000,763368
C@one,2000,763368
C@one,2000,763368
C@one,3000,590470
C@one,3000,590470
C@one,3000,571428
D@one,1000,248637
D@one,1000,248637
D@one,1000,248637
D@one,2000,183658
D@one,2000,183658
D@one,2000,174917
D@one,3000,141567
D@one,3000,141567
D@one,3000,141567
A@four,1000,1005719
A@four,1000,913511
A@four,1000,1006223
A@four,2000,674585
A@four,2000,641647
A@four,2000,642907
A@four,3000,525933
A@four,3000,526067
A@four,3000,525943
B@four,1000,1851523
B@four,1000,1850141
B@four,1000,1681659
B@four,2000,1149445
B@four,2000,1151008
B@four,2000,1151936
B@four,3000,857385
B@four,3000,857339
B@four,3000,857601
C@four,1000,1903015
C@four,1000,1903161
C@four,1000,1902391
C@four,2000,1185997
C@four,2000,1129164
C@four,2000,1129744
C@four,3000,885182
C@four,3000,884879
C@four,3000,856726
D@four,1000,423848
D@four,1000,464195
D@four,1000,476153
D@four,2000,302496
D@four,2000,308245
D@four,2000,307109
D@four,3000,243518
D@four,3000,244213
D@four,3000,252465
A@sixteen,1000,1529425
A@sixteen,1000,1529643
A@sixteen,1000,1679586
A@sixteen,2000,1069119
A@sixteen,2000,1017840
A@sixteen,2000,1068722
A@sixteen,3000,780419
A@sixteen,3000,780027
A@sixteen,3000,780434
B@sixteen,1000,2340782
B@sixteen,1000,2333266
B@sixteen,1000,2576786
B@sixteen,2000,1494306
B@sixteen,2000,1494131
B@sixteen,2000,1422373
B@sixteen,3000,1033529
B@sixteen,3000,1034416
B@sixteen,3000,1069280
C@sixteen,1000,2570075
C@sixteen,1000,2567576
C@sixteen,1000,2822405
C@sixteen,2000,1553817
C@sixteen,2000,1554175
C@sixteen,2000,1633356
C@sixteen,3000,1109146
C@sixteen,3000,1108953
C@sixteen,3000,1107997
D@sixteen,1000,207246
D@sixteen,1000,196172
D@sixteen,1000,223639
D@sixteen,2000,135519
D@sixteen,2000,271220
D@sixteen,2000,143662
D@sixteen,3000,99088
D@sixteen,3000,113716
D@sixteen,3000,144708
