A@1,1000,45000
A@1,1000,45000
A@1,1000,45000
A@1,2000,45930
A@1,2000,45930
A@1,2000,45930
A@1,3000,47817
A@1,3000,46421
A@1,3000,46275
B@1,1000,210455
B@1,1000,210910
B@1,1000,210910
B@1,2000,230635
B@1,2000,230635
B@1,2000,230635
B@1,3000,230090
B@1,3000,230256
B@1,3000,230256
C@1,1000,210910
C@1,1000,210910
C@1,1000,210910
C@1,2000,219895
C@1,2000,219895
C@1,2000,219895
C@1,3000,229923
C@1,3000,230423
C@1,3000,230590
D@1,1000,29091
D@1,1000,29091
D@1,1000,29091
D@1,2000,29986
D@1,2000,29986
D@1,2000,29986
D@1,3000,30313
D@1,3000,30313
D@1,3000,30313
A@4,1000,122710
A@4,1000,121601
A@4,1000,123271
A@4,2000,128696
A@4,2000,127827
A@4,2000,127195
A@4,3000,132090
A@4,3000,128914
A@4,3000,128306
B@4,1000,764909
B@4,1000,767206
B@4,1000,767139
B@4,2000,841442
B@4,2000,840742
B@4,2000,840521
B@4,3000,841107
B@4,3000,840276
B@4,3000,840964
C@4,1000,752093
C@4,1000,842445
C@4,1000,842416
C@4,2000,840870
C@4,2000,840846
C@4,2000,801650
C@4,3000,840956
C@4,3000,840544
C@4,3000,840976
D@4,1000,107639
D@4,1000,104425
D@4,1000,99390
D@4,2000,100905
D@4,2000,101729
D@4,2000,100989
D@4,3000,101921
D@4,3000,103557
D@4,3000,103776
A@16,1000,274123
A@16,1000,285566
A@16,1000,280014
A@16,2000,299722
A@16,2000,299425
A@16,2000,318275
A@16,3000,313946
A@16,3000,294870
A@16,3000,312820
B@16,1000,3214776
B@16,1000,3172966
B@16,1000,3227185
B@16,2000,3235024
B@16,2000,3197276
B@16,2000,3202314
B@16,3000,3219424
B@16,3000,3189359
B@16,3000,3231391
C@16,1000,3104931
C@16,1000,3166733
C@16,1000,3103183
C@16,2000,3202628
C@16,2000,3128406
C@16,2000,3205738
C@16,3000,3110768
C@16,3000,3206212
C@16,3000,3238647
D@16,1000,41518
D@16,1000,35067
D@16,1000,28576
D@16,2000,28045
D@16,2000,29455
D@16,2000,28008
D@16,3000,30107
D@16,3000,33694
D@16,3000,26874
