A@1,1000,513182
A@1,1000,514091
A@1,1000,565501
A@1,2000,370300
A@1,2000,388556
A@1,2000,370300
A@1,3000,300871
A@1,3000,310730
A@1,3000,300871
B@1,1000,1026819
B@1,1000,1027728
B@1,1000,1131001
B@1,2000,745627
B@1,2000,711328
B@1,2000,711804
B@1,3000,576141
B@1,3000,558046
B@1,3000,576474
C@1,1000,1045910
C@1,1000,1045910
C@1,1000,1150501
C@1,2000,763368
C@1,2000,763368
C@1,2000,763368
C@1,3000,590470
C@1,3000,590470
C@1,3000,571428
D@1,1000,248637
D@1,1000,248637
D@1,1000,248637
D@1,2000,183658
D@1,2000,183658
D@1,2000,174917
D@1,3000,141567
D@1,3000,141567
D@1,3000,141567
A@4,1000,1005719
A@4,1000,913511
A@4,1000,1006223
A@4,2000,674585
A@4,2000,641647
A@4,2000,642907
A@4,3000,525933
A@4,3000,526067
A@4,3000,525943
B@4,1000,1851523
B@4,1000,1850141
B@4,1000,1681659
B@4,2000,1149445
B@4,2000,1151008
B@4,2000,1151936
B@4,3000,857385
B@4,3000,857339
B@4,3000,857601
C@4,1000,1903015
C@4,1000,1903161
C@4,1000,1902391
C@4,2000,1185997
C@4,2000,1129164
C@4,2000,1129744
C@4,3000,885182
C@4,3000,884879
C@4,3000,856726
D@4,1000,423848
D@4,1000,464195
D@4,1000,476153
D@4,2000,302496
D@4,2000,308245
D@4,2000,307109
D@4,3000,243518
D@4,3000,244213
D@4,3000,252465
A@16,1000,1529425
A@16,1000,1529643
A@16,1000,1679586
A@16,2000,1069119
A@16,2000,1017840
A@16,2000,1068722
A@16,3000,780419
A@16,3000,780027
A@16,3000,780434
B@16,1000,2340782
B@16,1000,2333266
B@16,1000,2576786
B@16,2000,1494306
B@16,2000,1494131
B@16,2000,1422373
B@16,3000,1033529
B@16,3000,1034416
B@16,3000,1069280
C@16,1000,2570075
C@16,1000,2567576
C@16,1000,2822405
C@16,2000,1553817
C@16,2000,1554175
C@16,2000,1633356
C@16,3000,1109146
C@16,3000,1108953
C@16,3000,1107997
D@16,1000,207246
D@16,1000,196172
D@16,1000,223639
D@16,2000,135519
D@16,2000,271220
D@16,2000,143662
D@16,3000,99088
D@16,3000,113716
D@16,3000,144708
